nombre_producto,url,nombre_laboratorio,descripcion,composicion,indicaciones,presentacion,principios_activos,patologias,error
CRONODICASONE DEPOT,https://ar.prvademecum.com/medicamento/cronodicasone-depot-21001/,BALIARDA,Antiinflamatorio esteroide.,"Cada ml contiene: betametasona dipropionato micronizado (equivalente a 5mg de betametasona base) 6,43mg. Betametasona fosfato disódico (equivalente a 2mg de betametasona base) 2,63mg.","Tratamiento sistémico y local de afecciones agudas y crónicas que justifican el tratamiento con un glucocorticoide, siendo de especial utilidad cuando la administración oral es impracticable y en particular en las siguientes afecciones: Afecciones reumáticas: como tratamiento coadyuvante a corto plazo durante procesos agudos o exacerbaciones de las siguientes enfermedades: osteoartritis, artritis reumatóidea (casos particulares pueden requerir una dosis menor), bursitis, espondiloartritis anquilosante, epicondilitis, radiculitis, ciática, lumbago, tortícolis, quiste sinovial, exostosis, fascitis. Colagenosis: durante la exacerbación o como tratamiento de mantenimiento de ciertos casos de lupus eritematoso sistémico, esclerodermia, dermatomiositis, periarteritis nudosa. Afecciones alérgicas: como tratamiento adyuvante en los estados de mal asmático y reacciones de hipersensibilidad medicamentosa o a picaduras de insectos. En estados alérgicos severos e incapacitantes refractarios al tratamiento convencional, en particular procesos alérgicos o exacerbaciones de las siguientes enfermedades: rinitis alérgica estacional o perenne, asma bronquial crónica, bronquitis alérgica severa, edema de Quincke, enfermedad del suero, dermatitis atópica, neurodermatitis, dermatitis de contacto, urticaria, exantema solar severo. Afecciones dermatológicas: liquen plano hipertrófico, necrobiosis lipoidea de los diabéticos, alopecia areata, lupus eritematoso discoide, psoriasis, queloides, pénfigo, dermatitis herpetiforme, acné quístico. Afecciones neoplásicas: tratamiento paliativo de leucemias y linfomas en el adulto y leucemia aguda en el niño. Afecciones del pie: bursitis, espolón calcáneo. Otras afecciones: síndrome adrenogenital; colitis ulcerosa; ileítis regional; esprue tropical; afecciones que requieren inyección subconjuntival; discrasias sanguíneas que justifiquen la corticoterapia; nefritis y síndrome nefrótico.",Envases con 1 frasco-ampolla de 2ml acompañado de una jeringa descartable estéril y apirógena.,Betametasona dipropionato + fosfato disódico,Asma bronquial; Alergia; Artrosis - Reumatismo; Colitis ulcerosa; Colagenopatías; Enfermedades inflamat. osteomioarticulares; Fiebre reumática,
CRONOPEN®,https://ar.prvademecum.com/medicamento/cronopen-8530/,ELEA,Antibiótico.,"Comprimidos: cada comprimido contiene: azitromicina dihidrato 524,03mg (equivalente a 500mg de azitromicina base). Suspensión oral extemporánea: cada frasco de polvo para preparar 15ml de suspensión extemporánea contiene azitromicina dihidrato 693mg. Exc. cs. Cada frasco de polvo para preparar 30ml de suspensión extemporánea contiene azitromicina dihidrato 1386 mg. Exc. cs. Una vez reconstituida la suspensión, cada 5ml contiene: 200mg de azitromicina expresado como base.",,"Comprimidos: envases conteniendo 3, 5 y 6 comprimidos. Suspensión: envases conteniendo 15 y 30ml.",Azitromicina,Infecciones bacterianas sistémicas,
CRONOPEN® BALSAMICO,https://ar.prvademecum.com/medicamento/cronopen-balsamico-8317/,ELEA,Antibiótico. Analgésico. Antipirético. Expectorante.,"CRONOPEN® Balsámico adultos: cada frasco ampolla contiene ampicilina (como ampicilina sódica) 100mg; ampicilina (como ampicilina benzatínica) 500mg. Cada ampolla de 5ml solvente contiene: dipirona sódica 1.000mg; guaifenesina 100mg. CRONOPEN® Balsámico infantil: cada frasco ampolla contiene: ampicilina (como ampicilina sódica) 50mg; ampicilina (como ampicilina benzatínica) 250mg. Cada ampolla solvente de 2,5ml contiene: dipirona sódica 250mg; guaifenesina 50mg.","Está indicado en el tratamiento de procesos infecciosos del árbol respiratorio a gérmenes sensibles, que se acompañen de un componente febril y/o catarral de importancia, tales como: laringitis, traqueítis, laringotraqueobronquitis, bronquiectasias infectadas, reactivación de EPOC, neumonía, bronconeumonía.","Infantil: 3 frascos ampolla y 3 ampollas de solvente de 2,5ml. Adultos: 2, 4 y 6 frascos ampolla y 2, 4 y 6 ampollas solvente de 5ml.",Ampicilina; Dipirona; Guaifenesina,Infecciones respiratorias,
CRUJINAT BITE PROTEIN,https://ar.prvademecum.com/medicamento/crujinat-bite-protein-28846/,FRAMINGHAM,Proteina de arveja. Coadyuvante en dietoterapia. Suplemento proteico. Bolsa Gran. x 15g. Exhib. Bolsa Gran. x 6 x 15g c/u.,,,,Proteina de arveja,Desnutrición,
CRUZAL 20,https://ar.prvademecum.com/medicamento/cruzal-20-23857/,FINADIET,"Tratamiento sintomático del dolor y de la función articular en la artrosis de rodilla, la periartritis del hombro y otras articulaciones sinoviales.","CRUZAL 20: Cada jeringa prellenada contiene: Ácido Hialurónico (sal sódica): 20 mg. Excipientes: Cloruro de sodio, Manitol, Fosfato disódico dodecahidrato, Fosfato monosódico dihidrato, Agua para inyección c.s. CRUZAL 40: Cada jeringa prellenada contiene: Ácido Hialurónico (sal sódica): 40 mg. Excipientes: Cloruro de sodio, Manitol, Fosfato disódico dodecahidrato, Fosfato monosódico dihidrato, Agua para inyección c.s.","Tratamiento sintomático del dolor y de la función articular en la artrosis de rodilla, periartritis del hombro y otras articulaciones sinoviales con lesiones degenerativas del cartílago y alteraciones patológicas en el líquido sinovial.",CRUZAL 20: Envase con 1 jeringa prellenada + una aguja estéril. CRUZAL 40: Envase con 1 jeringa prellenada + una aguja estéril.,Hialurónico ácido,Artrosis - Reumatismo,
CRUZAL 40,https://ar.prvademecum.com/medicamento/cruzal-40-23858/,FINADIET,"Tratamiento sintomático del dolor y de la función articular en la artrosis de rodilla, la periartritis del hombro y otras articulaciones sinoviales.","CRUZAL 20: Cada jeringa prellenada contiene: Ácido Hialurónico (sal sódica): 20 mg. Excipientes: Cloruro de sodio, Manitol, Fosfato disódico dodecahidrato, Fosfato monosódico dihidrato, Agua para inyección c.s. CRUZAL 40: Cada jeringa prellenada contiene: Ácido Hialurónico (sal sódica): 40 mg. Excipientes: Cloruro de sodio, Manitol, Fosfato disódico dodecahidrato, Fosfato monosódico dihidrato, Agua para inyección c.s.","Tratamiento sintomático del dolor y de la función articular en la artrosis de rodilla, periartritis del hombro y otras articulaciones sinoviales con lesiones degenerativas del cartílago y alteraciones patológicas en el líquido sinovial.",CRUZAL 20: Envase con 1 jeringa prellenada + una aguja estéril. CRUZAL 40: Envase con 1 jeringa prellenada + una aguja estéril.,Hialurónico ácido,Artrosis - Reumatismo,
CRUZAL L 20,https://ar.prvademecum.com/medicamento/cruzal-l-20-25834/,FINADIET,Hialurónico ácido. Lidocaína. Antiartrósico. Anestésico. Jer. Prell. x 1 + F.Amp. + Adap.,,,,Hialurónico ácido; Lidocaína,Artrosis - Reumatismo,
CRUZAL URO,https://ar.prvademecum.com/medicamento/cruzal-uro-25841/,FINADIET,"Mejora los síntomas del dolor, frecuencia y urgencia miccional.","Hialuronato sódico (equivalente a 40 mg de Ácido Hialurónico) 42,34 mg. Excipientes: fosfato disódico dodecahidrato, fosfato monosódico dihidrato, cloruro de sodio, agua para inyectables, c.s.",,Envases con 1 frasco ampolla de 50 ml.,Sodio hialuronato,Cistitis intersticial,
CUADEL,https://ar.prvademecum.com/medicamento/cuadel-1093/,CETUS,Ansiolítico. Miorrelajante. Sedante. Anticonvulsivante benzodiacepínico.,Diazepam.,,Env. x 20 comp. de 5mg y 10mg.,Diazepam,Ansiedad,
CUADRUPLE TERAPIA TBC,https://ar.prvademecum.com/medicamento/cuadruple-terapia-tbc-30329/,LAFEDAR,Antituberculoso.,Cada comprimido recubierto contiene: Isoniazida 75 mg - Pirazinamida 400 mg - Rifampicina 150 mg - Etambutol Clorhidrato 275 mg. Excipientes c.s.,Está indicado para tratar infecciones bacterianas.,"Envases con 30, 60, 120, 500(EH) y 1000(EH) comprimidos recubiertos.",Etambutol; Isoniazida; Pirazinamida; Rifampicina,Tuberculosis,
CUAIT D,https://ar.prvademecum.com/medicamento/cuait-d-1094/,ARISTON,"Antidepresivo, ansiolítico.",Contiene: Tranilcipromina 5 mg; Trifluoperazina Clorhidrato 0.50 mg.,"Cuait D está indicado en el tratamiento de la depresión mayor con o sin melancolía, en aquellos pacientes adultos en los que se pueda hacer un seguimiento cercano, quienes no han respondido o tolerado otros antidepresivos, en el tratamiento de la fase depresiva de un trastorno bipolar y en depresión neurótica de intensidad moderada o severa con componentes ansiosos (depresión atípica).",Cuait D: Envase conteniendo 40 comprimidos.,Tranilcipromina; Trifluoperazina,Depresión,
CUAIT TRIFLUOPERAZINA,https://ar.prvademecum.com/medicamento/cuait-trifluoperazina-18176/,ARISTON,Ansiolítico.,Cuait Trifluoperazina 5 mg: Cada comprimido contiene: Trifluoperazina Clorhidrato 5.90 mg (equivalente a 5 mg de Trifluoperazina Base). Cuait Trifluoperazina 10 mg: Cada comprimido contiene: Trifluoperazina Clorhidrato 11.80 mg (equivalente a 10 mg de Trifluoperazina Base).,"A altas dosis: tratamiento sintomático de la esquizofrenia, especialmente del tipo paranoide, y otros trastornos psicóticos excepto en trastorno depresivo mayor (DSM IV). También está indicado como adyuvante en el tratamiento a corto plazo de la agitación psicomotriz severa e impulsividad, como por ejemplo en el retraso mental. A bajas dosis: como adyuvante en el tratamiento a corto plazo de la ansiedad como síntoma cuando la misma no responde al tratamiento convencional.",Cuait Trifluoperazina: Comprimidos 5 mg: Envase conteniendo 30 comprimidos. Comprimidos 10 mg: Envase conteniendo 30 comprimidos.,Trifluoperazina,Ansiedad; Depresión,
CUATROEPI,https://ar.prvademecum.com/medicamento/cuatroepi-10765/,VARIFARMA,Epirrubicina. Antineoplásico. 50mg Amp. x 1.,,,,Epirrubicina,Cáncer,
CUBICIN RT,https://ar.prvademecum.com/medicamento/cubicin-rt-27852/,MSD ARGENTINA,Daptomicina. Antibiótico. F.Amp. x 1.,,,,Daptomicina,Infecciones bacterianas sistémicas,
CUBITAN,https://ar.prvademecum.com/medicamento/cubitan-23731/,NUTRICIA-BAGO,Fórmula nutricional completa y balanceada. Botella x 4 x 200ml.,,,,Carbohidratos; Grasas; Proteínas,Desnutrición,
CUIDAFEM,https://ar.prvademecum.com/medicamento/cuidafem-17462/,BERNABO,Anovulatorio.,"Cada comprimido recubierto contiene: Gestodeno 75 mcg, Etinilestradiol 20 mcg.",Anticoncepción hormonal.,CUIDAFEM 1: envase calendario con 21 comprimidos recubiertos.,Etinilestradiol; Gestodeno,"Embarazo, prevención del; Trastornos del ciclo menstrual",
CUPRIPEN,https://ar.prvademecum.com/medicamento/cupripen-250mg-8611/,ARISTON,Quelante. Antirreumático.,Cada cápsula contiene: Penicilamina 250 mg.,"Está indicado en el tratamiento de la enfermedad de Wilson, cistinuria, intoxicación por metales pesados, esclerodermia y en pacientes con artritis reumatoidea activa severa que no hayan respondido a un adecuado tratamiento con terapia convencional.",Envase conteniendo 30 cápsulas.,Penicilamina,Enfermedades inflamat. osteomioarticulares; Intoxicación,
CURCUMA NUTRICEUTIC,https://ar.prvademecum.com/medicamento/curcuma-nutriceutic-28105/,EUROLAB,Suplemento dietario.,"Ext. Seco de Cúrcuma longa 500 mg, Ext. Seco de Pimienta Negra 10 mg, Vitamina E 10 mg.",Ayuda a reducir la inflamación y el dolor.,Envase por 32 cápsulas Vegetales.,Alfa tocoferol; Cúrcuma extracto seco; Pimienta negra extracto seco,,
CUREFINI,https://ar.prvademecum.com/medicamento/curefini-26857/,MEGALABS ARG.,Crema restauradora y vitalizadora. Pote x 30ml. Pote x 120ml. Pote x 240ml.,,,,,"Piel, protectores",
CURFLEX ADVANCED,https://ar.prvademecum.com/medicamento/curflex-advanced-31320/,MILLET,Suplemento dietario. Caps. Blandas x 30.,,,,Colágeno tipo II no desnaturalizado; Cúrcuma,,
CURFLEX ALIV,https://ar.prvademecum.com/medicamento/curflex-aliv-31389/,MILLET,Vitamina D3. Insaponificables de palta y soja. Suplemento dietario. Caps. x 30.,,,,Vitamina D3; Insaponificables de palta y soja,,
CURFLEX CBD,https://ar.prvademecum.com/medicamento/curflex-cbd-29478/,MILLET,Crema hidratante para zonas resecas: Cuello - Hombros - Espalda - Codos - Rodillas - Piernas.,"Cannabidiol (CBD), Árnica, Salicilato de Metilo (Curflex CBD Con Aroma), Mentol (Curflex CBD Con Aroma).","CURFLEX® CBD es una crema hidratante con ingredientes de origen natural y cannabidiol (CBD), de rápida absorción formulado para proporcionar una agradable sensación de frío-calor en la zona tratada con un suave aroma a ecualipto.",Pomo por 100 g.,Arnica; Cannabidiol; Eucaliptol; Salicilato de metilo,,
CURFLEX DUO,https://ar.prvademecum.com/medicamento/curflex-duo-30001/,MILLET,"Suplemento dietario a base de Colágeno Tipo II No Desnaturalizado para el cuidado de las articulaciones, tejidos y huesos.","UC-II® (Colágeno Tipo II No Desnaturalizado), Colágeno Hidrolizado, Magnesio, Ácido Hialurónico y Vitamina D.",,Envase por 310 g.,Colágeno hidrolizado; Colágeno tipo II; Hialurónico ácido; Magnesio; Vitamina D,,
CURFLEX PLUS,https://ar.prvademecum.com/medicamento/curflex-plus-29177/,MILLET,Suplemento dietario. Ayuda a la regeneración del cartílago. Comp. x 30.,,,,Colágeno tipo II; Magnesio; Potasio,,
CURFLEX PLUS+CURFLEX CBD C/AR,https://ar.prvademecum.com/medicamento/curflex-plus-curflex-cbd-c/ar-30786/,MILLET,Colágeno. Magnesio. Cannabidiol. Suplemento dietario. Comp. x 30 + Crema x 100g.,,,,Colágeno; Magnesio; Cannabidiol,,
CURFLEX TRIPLE ACCION,https://ar.prvademecum.com/medicamento/curflex-triple-accion-30098/,MILLET,Suplemento dietario.,Colágeno Tipo II No Desnaturalizado (UC-II®) + Calcio y Vitamina D + Ácido Hialurónico.,"CURFLEX TRIPLE ACCION está recomendado para ayudar en: Rigidez, pérdida de flexibilidad y dolor articular. Dolor de rodillas, columna vertebral, caderas, dedos de las manos y pies.",Envase con 30 comprimidos.,Calcio; Colágeno tipo II no desnaturalizado; Hialurónico ácido; Vitamina D,Hipovitaminosis,
CURFLEX UCII,https://ar.prvademecum.com/medicamento/curflex-25606/,MILLET,Colágeno sin desnaturalizar Tipo II UCII®.,,,30 comprimidos.,Ascórbico ácido; Colágeno tipo II; Vitamina D,,
CURINFLAM,https://ar.prvademecum.com/medicamento/curinflam-1107/,DUNCAN,Diclofenac. Antiinflamatorio no esteroide. 75mg Iny. Amp. x 6.,,,,Diclofenac,Enfermedades inflamat. osteomioarticulares,
CURINFLAM A.P.,https://ar.prvademecum.com/medicamento/curinflam-a-p--1108/,DUNCAN,Diclofenac. Antiinflamatorio no esteroide. 100mg Comp. x 15.,,,,Diclofenac,Enfermedades inflamat. osteomioarticulares,
CURINFLAM GEL,https://ar.prvademecum.com/medicamento/curinflam-gel-12633/,DUNCAN,Diclofenac dietilamina. Antiinflamatorio no esteroide. 1.16% Gel x 50g.,,,,Diclofenac dietilamina,Enfermedades inflamat. osteomioarticulares,
CURINFLAM GESIC,https://ar.prvademecum.com/medicamento/curinflam-gesic-14894/,DUNCAN,Diclofenac. Antiinflamatorio. 75mg Comp. Rec. x 15.,,,,Diclofenac,Artrosis - Reumatismo; Dolor; Enfermedades inflamat. osteomioarticulares,
CURINFLAM PLUS,https://ar.prvademecum.com/medicamento/curinflam-plus-15875/,DUNCAN,Analgésico. Antiinflamatorio. Miorrelajante. Comp. x 15.,,,,Diclofenac; Pridinol,Contractura muscular; Enfermedades inflamat. osteomioarticulares,
CURINFLAM VL GEL,https://ar.prvademecum.com/medicamento/curinflam-vl-gel-28689/,DUNCAN,Diclofenac dietilamina. Analgésico. Antiinflamatorio. 1.16g /100g Gel x 50g.,,,,Diclofenac dietilamina,Enfermedades inflamat. osteomioarticulares,
CUROSURF,https://ar.prvademecum.com/medicamento/curosurf-21759/,BIOPAS,Poractant alfa. Surfactante pulmonar. 120mg F.Amp. x 1.5ml. 240mg F.Amp. x 3ml.,,,,Poractant alfa,"Membrana hialina, enfermedad de",
CUSTEY,https://ar.prvademecum.com/medicamento/custey-9569/,MICROSULES ARG,Loperamida. Antidiarreico. 2mg Comp. x 10.,,,,Loperamida,Colitis ulcerosa; Diarreas,
CUTA,https://ar.prvademecum.com/medicamento/cuta-crema-15722/,FORTBENTON,"Antimicótico, antibacteriano, antiinflamatorio.",Cada 1 g contiene: Gentamicina base (como sulfato) 1.0 mg; Betametasona 17- valerato 1.0 mg; Miconazol nitrato 20.0 mg.,"Tratamiento de dermatosis inflamatorias y/o pruriginosas combinadas con infección bacteriana, micótica o mixta sensible a los componentes de la fórmula.",Envase conteniendo 20 g de crema.,Betametasona valerato; Gentamicina; Miconazol,Dermatitis alérgicas; Dermatitis bacterianas; Micosis superficiales,
CUTANIT®,https://ar.prvademecum.com/medicamento/cutanit-22671/,LAZAR,Antipsoriásico tópico.,"Cada gramo de ungüento contiene: Calcipotriol 50,000 mcg. Eter estearílico -15- Polioxipropileno. Vaselina medicinal. Alfa tocoferol. Vaselina sólida.",Tratamiento tópico de la psoriasis vulgar (en placas). La loción está especialmente indicada en la psoriasis del cuero cabelludo.,CUTANIT® Ungüento: Pomo de 30 g.,Calcipotriol,Psoriasis,
CUTANIT® B,https://ar.prvademecum.com/medicamento/cutanit-b-22672/,LAZAR,Antipsoriásico.,"Ungüento: Cada 100 g de ungüento contiene: Calcipotriol 5,00 mg. Betametasona (como betametasona dipropionato). 50,00 mg. Vaselina líquida. Alfa-tocoferol. Vaselina sólida. Eter estearílico -15-polioxipropileno. Gel capilar: Cada gramo de gel capilar contiene: Calcipotriol (en forma de hidrato) 50,00 mcg, Betametasona (como betametasona dipropionato) 0,50 mg, Butilhidroxitolueno; Alfa-tocoferol, Aceite de castor hidrogenado, Eter estearílico-15-polioxipropileno, vaselina líquida c.s.p.",Ungüento: Tratamiento tópico de la placa estable de psoriasis vulgaris susceptible a la terapia local. Gel capilar: Tratamiento tópico de la psoriasis del cuero cabelludo.,CUTANIT® B Ungüento: Pomo de 30g. CUTANIT® B Gel capilar: Frasco gotero de 30g.,Calcipotriol; Betametasona dipropionato,Psoriasis,
